               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  25,            0.047733,            0.010862,                   0,             0.95359,             0.83333,             0.91715,             0.47592,            0.037848,            0.011257,                   0,             0.00802,             0.00802,             0.00802
                  26,             0.04728,           0.0098813,                   0,             0.67735,              0.7873,             0.74621,             0.28177,             0.05023,            0.010154,                   0,           0.0079375,           0.0079375,           0.0079375
                  27,            0.047539,            0.010129,                   0,             0.98646,              0.8125,             0.93327,             0.44088,            0.032982,            0.010513,                   0,            0.007855,            0.007855,            0.007855
                  28,            0.040551,           0.0094889,                   0,              0.9765,             0.86583,             0.94821,             0.43848,            0.040099,           0.0094493,                   0,           0.0077725,           0.0077725,           0.0077725
                  29,            0.044226,            0.009008,                   0,             0.98693,             0.89583,             0.96321,              0.3976,            0.037231,           0.0097104,                   0,             0.00769,             0.00769,             0.00769
                  30,            0.043785,           0.0094722,                   0,              0.9907,             0.91667,             0.96181,             0.47117,            0.038312,           0.0094769,                   0,           0.0076075,           0.0076075,           0.0076075
                  31,            0.041086,           0.0087633,                   0,             0.92963,             0.82581,             0.89546,             0.36924,            0.044354,            0.009107,                   0,            0.007525,            0.007525,            0.007525
                  32,            0.042442,           0.0082727,                   0,             0.94604,             0.83333,             0.91574,             0.46992,            0.035867,           0.0098737,                   0,           0.0074425,           0.0074425,           0.0074425
                  33,            0.040931,           0.0087234,                   0,             0.93433,             0.88929,             0.93547,             0.43538,            0.038743,           0.0092487,                   0,             0.00736,             0.00736,             0.00736
                  34,            0.044646,           0.0089497,                   0,             0.91056,               0.875,             0.94635,             0.46772,            0.040268,           0.0082894,                   0,           0.0072775,           0.0072775,           0.0072775
                  35,            0.039039,           0.0082867,                   0,             0.92627,             0.91667,             0.95482,             0.44356,            0.035436,           0.0085115,                   0,            0.007195,            0.007195,            0.007195
                  36,            0.040142,           0.0077026,                   0,             0.95355,              0.9375,             0.97934,             0.52242,            0.033656,           0.0080518,                   0,           0.0071125,           0.0071125,           0.0071125
                  37,            0.038378,           0.0072872,                   0,             0.97807,             0.92942,             0.97859,             0.47858,            0.037135,           0.0083643,                   0,             0.00703,             0.00703,             0.00703
                  38,            0.040262,           0.0080378,                   0,              0.9357,             0.95833,              0.9593,             0.37352,            0.039031,            0.007378,                   0,           0.0069475,           0.0069475,           0.0069475
                  39,             0.04408,           0.0073468,                   0,             0.95891,                   1,             0.99296,             0.48354,            0.032847,           0.0073507,                   0,            0.006865,            0.006865,            0.006865
                  40,            0.041571,           0.0075669,                   0,             0.91417,             0.88768,             0.88435,             0.31003,            0.046194,           0.0067826,                   0,           0.0067825,           0.0067825,           0.0067825
                  41,            0.042787,           0.0074547,                   0,                   1,             0.95772,              0.9881,             0.49707,             0.03336,           0.0072614,                   0,              0.0067,              0.0067,              0.0067
                  42,            0.037601,             0.00725,                   0,             0.99136,              0.9375,              0.9886,              0.5076,            0.031884,           0.0071113,                   0,           0.0066175,           0.0066175,           0.0066175
                  43,            0.038489,           0.0068738,                   0,             0.97155,             0.97917,             0.98252,             0.51755,            0.032222,           0.0070164,                   0,            0.006535,            0.006535,            0.006535
                  44,            0.037102,             0.00684,                   0,                   1,             0.97157,             0.98196,             0.52078,            0.031143,           0.0067927,                   0,           0.0064525,           0.0064525,           0.0064525
                  45,            0.037174,           0.0060906,                   0,             0.95624,              0.9375,               0.932,             0.38046,            0.042061,           0.0061726,                   0,             0.00637,             0.00637,             0.00637
                  46,             0.03903,           0.0068473,                   0,                   1,             0.97703,             0.99184,             0.51442,            0.032789,           0.0063563,                   0,           0.0062875,           0.0062875,           0.0062875
                  47,            0.035253,           0.0062517,                   0,              0.9658,              0.9375,              0.9567,             0.40049,            0.038139,           0.0060311,                   0,            0.006205,            0.006205,            0.006205
                  48,            0.040113,           0.0060328,                   0,                   1,             0.98393,               0.995,             0.53797,            0.028552,            0.006387,                   0,           0.0061225,           0.0061225,           0.0061225
                  49,            0.035748,           0.0064796,                   0,             0.98997,             0.97917,             0.99459,             0.51941,            0.036067,           0.0063224,                   0,             0.00604,             0.00604,             0.00604
                  50,            0.034218,           0.0060715,                   0,                   1,             0.93375,             0.99094,             0.49023,            0.032452,           0.0066976,                   0,           0.0059575,           0.0059575,           0.0059575
                  51,            0.035379,           0.0063486,                   0,                   1,             0.96898,             0.99346,               0.544,            0.029222,           0.0065566,                   0,            0.005875,            0.005875,            0.005875
                  52,            0.034992,           0.0063825,                   0,             0.96923,             0.95833,             0.97065,              0.4617,            0.032415,           0.0060507,                   0,           0.0057925,           0.0057925,           0.0057925
                  53,            0.035166,           0.0062471,                   0,                   1,             0.99505,               0.995,             0.54944,            0.030392,           0.0058885,                   0,             0.00571,             0.00571,             0.00571
                  54,            0.033271,           0.0063636,                   0,             0.97648,             0.95833,             0.97077,             0.53605,            0.034273,           0.0056732,                   0,           0.0056275,           0.0056275,           0.0056275
                  55,            0.036282,           0.0064838,                   0,             0.97814,             0.95833,              0.9727,             0.50489,            0.037928,           0.0057659,                   0,            0.005545,            0.005545,            0.005545
                  56,            0.032986,           0.0061172,                   0,                   1,             0.99514,               0.995,             0.51915,            0.032029,           0.0055399,                   0,           0.0054625,           0.0054625,           0.0054625
                  57,            0.033276,           0.0058284,                   0,             0.97605,             0.97917,             0.97483,             0.52738,            0.031926,           0.0054132,                   0,             0.00538,             0.00538,             0.00538
                  58,            0.037065,           0.0056991,                   0,                   1,             0.99762,               0.995,             0.56436,            0.030738,           0.0056001,                   0,           0.0052975,           0.0052975,           0.0052975
                  59,            0.031183,           0.0058549,                   0,             0.97862,             0.95379,             0.96859,             0.50117,            0.034598,            0.005739,                   0,            0.005215,            0.005215,            0.005215
                  60,             0.03563,           0.0061555,                   0,             0.97619,                   1,             0.99378,             0.57141,            0.033718,           0.0056354,                   0,           0.0051325,           0.0051325,           0.0051325
                  61,            0.030085,           0.0058232,                   0,             0.97871,              0.9578,             0.95452,             0.40377,            0.042392,           0.0055248,                   0,             0.00505,             0.00505,             0.00505
                  62,            0.033578,           0.0057897,                   0,             0.99659,             0.97917,             0.99155,              0.5451,            0.032724,           0.0053208,                   0,           0.0049675,           0.0049675,           0.0049675
                  63,            0.030352,           0.0052713,                   0,             0.97749,             0.91667,             0.96979,             0.51482,            0.036033,           0.0053418,                   0,            0.004885,            0.004885,            0.004885
                  64,             0.03053,           0.0058539,                   0,             0.98941,                   1,               0.995,             0.56221,            0.031532,           0.0053416,                   0,           0.0048025,           0.0048025,           0.0048025
                  65,            0.036276,           0.0056071,                   0,             0.99929,             0.97917,              0.9942,             0.50124,            0.032132,           0.0054432,                   0,             0.00472,             0.00472,             0.00472
                  66,            0.034454,           0.0058537,                   0,                   1,             0.95815,             0.99382,             0.55243,            0.032397,           0.0054764,                   0,           0.0046375,           0.0046375,           0.0046375
                  67,            0.029508,           0.0053549,                   0,             0.97551,             0.91667,             0.97194,             0.48865,            0.037983,           0.0054268,                   0,            0.004555,            0.004555,            0.004555
                  68,            0.034472,           0.0054094,                   0,                   1,             0.95799,             0.98264,             0.56768,              0.0294,           0.0054752,                   0,           0.0044725,           0.0044725,           0.0044725
                  69,            0.033559,           0.0055184,                   0,             0.97652,              0.9375,              0.9703,             0.55567,            0.029742,           0.0054167,                   0,             0.00439,             0.00439,             0.00439
                  70,             0.03297,           0.0053978,                   0,             0.97622,              0.9375,             0.97492,             0.55288,            0.030193,           0.0052894,                   0,           0.0043075,           0.0043075,           0.0043075
                  71,            0.033104,           0.0056485,                   0,             0.99365,                   1,               0.995,             0.57916,            0.026814,           0.0052543,                   0,            0.004225,            0.004225,            0.004225
                  72,             0.03281,           0.0057222,                   0,             0.97616,             0.97917,             0.97897,             0.54651,             0.02788,           0.0050987,                   0,           0.0041425,           0.0041425,           0.0041425
                  73,            0.033886,           0.0052976,                   0,             0.99688,                   1,               0.995,              0.5791,            0.027453,           0.0049952,                   0,             0.00406,             0.00406,             0.00406
                  74,            0.031321,            0.005236,                   0,             0.97482,                   1,             0.99459,             0.55168,            0.028309,           0.0051446,                   0,           0.0039775,           0.0039775,           0.0039775
                  75,            0.029642,           0.0048731,                   0,             0.97466,                   1,             0.99337,             0.56954,            0.027567,           0.0051773,                   0,            0.003895,            0.003895,            0.003895
                  76,             0.03202,           0.0054172,                   0,             0.99209,                   1,               0.995,             0.59142,            0.026532,           0.0048684,                   0,           0.0038125,           0.0038125,           0.0038125
                  77,            0.031207,           0.0054662,                   0,             0.99674,                   1,               0.995,             0.56102,            0.032725,           0.0047473,                   0,             0.00373,             0.00373,             0.00373
                  78,            0.029151,           0.0053322,                   0,             0.99774,                   1,               0.995,             0.57657,            0.029319,           0.0046651,                   0,           0.0036475,           0.0036475,           0.0036475
                  79,            0.027845,           0.0046779,                   0,             0.99769,                   1,               0.995,             0.54685,            0.031467,           0.0047393,                   0,            0.003565,            0.003565,            0.003565
                  80,            0.033357,           0.0054129,                   0,             0.99737,                   1,               0.995,             0.54877,            0.028862,           0.0047441,                   0,           0.0034825,           0.0034825,           0.0034825
                  81,            0.026994,           0.0052594,                   0,             0.99751,                   1,               0.995,             0.53599,            0.030202,           0.0047448,                   0,              0.0034,              0.0034,              0.0034
                  82,            0.029248,           0.0053453,                   0,             0.99757,                   1,               0.995,              0.5537,            0.031496,           0.0047629,                   0,           0.0033175,           0.0033175,           0.0033175
                  83,            0.028055,           0.0052138,                   0,             0.99728,                   1,               0.995,             0.58531,            0.030119,           0.0047769,                   0,            0.003235,            0.003235,            0.003235
                  84,            0.029343,           0.0050699,                   0,             0.99656,                   1,               0.995,             0.58122,            0.030405,           0.0048085,                   0,           0.0031525,           0.0031525,           0.0031525
                  85,            0.030595,           0.0052307,                   0,               0.997,                   1,               0.995,             0.57952,            0.031115,           0.0047697,                   0,             0.00307,             0.00307,             0.00307
                  86,            0.029202,           0.0053099,                   0,             0.99801,                   1,               0.995,             0.56575,            0.033417,            0.004652,                   0,           0.0029875,           0.0029875,           0.0029875
                  87,            0.029193,           0.0046258,                   0,             0.99786,                   1,               0.995,             0.56873,            0.031593,            0.004666,                   0,            0.002905,            0.002905,            0.002905
                  88,             0.02832,           0.0049042,                   0,             0.99722,                   1,               0.995,             0.57716,            0.030363,            0.004588,                   0,           0.0028225,           0.0028225,           0.0028225
                  89,            0.028704,           0.0048517,                   0,             0.99674,                   1,               0.995,             0.57814,            0.031267,           0.0045692,                   0,             0.00274,             0.00274,             0.00274
                  90,             0.02872,           0.0048699,                   0,             0.99641,                   1,               0.995,             0.56665,            0.031476,           0.0046049,                   0,           0.0026575,           0.0026575,           0.0026575
                  91,            0.026789,           0.0047537,                   0,              0.9968,                   1,               0.995,             0.57137,            0.028238,           0.0046073,                   0,            0.002575,            0.002575,            0.002575
                  92,            0.024949,           0.0046281,                   0,             0.99742,                   1,               0.995,             0.57377,            0.030556,           0.0046199,                   0,           0.0024925,           0.0024925,           0.0024925
                  93,            0.028686,           0.0048747,                   0,             0.99762,                   1,               0.995,             0.57688,            0.028908,           0.0046009,                   0,             0.00241,             0.00241,             0.00241
                  94,            0.025486,           0.0050477,                   0,             0.99753,                   1,               0.995,             0.57783,            0.030624,           0.0046061,                   0,           0.0023275,           0.0023275,           0.0023275
                  95,            0.026353,           0.0047647,                   0,             0.99715,                   1,               0.995,             0.58106,            0.028318,           0.0046752,                   0,            0.002245,            0.002245,            0.002245
                  96,            0.027167,            0.005362,                   0,             0.99699,                   1,               0.995,               0.574,            0.027426,           0.0046372,                   0,           0.0021625,           0.0021625,           0.0021625
                  97,            0.026086,            0.005199,                   0,             0.99695,                   1,               0.995,             0.59634,            0.027564,           0.0046308,                   0,             0.00208,             0.00208,             0.00208
                  98,            0.025671,           0.0047693,                   0,             0.99702,                   1,               0.995,              0.5797,            0.028117,           0.0045968,                   0,           0.0019975,           0.0019975,           0.0019975
                  99,            0.025361,           0.0047443,                   0,             0.99772,                   1,               0.995,             0.57798,            0.026979,           0.0045664,                   0,            0.001915,            0.001915,            0.001915
                 100,            0.024365,           0.0048389,                   0,             0.99761,                   1,               0.995,             0.59565,            0.027317,           0.0045182,                   0,           0.0018325,           0.0018325,           0.0018325
                 101,            0.026588,           0.0049576,                   0,             0.99797,                   1,               0.995,             0.59768,            0.028665,           0.0045136,                   0,             0.00175,             0.00175,             0.00175
                 102,            0.023171,           0.0041921,                   0,                   1,             0.99907,               0.995,             0.59056,            0.026601,           0.0045435,                   0,           0.0016675,           0.0016675,           0.0016675
                 103,            0.024887,           0.0048386,                   0,                   1,             0.99816,               0.995,             0.59017,            0.027662,           0.0046152,                   0,            0.001585,            0.001585,            0.001585
                 104,            0.024939,           0.0047618,                   0,                   1,             0.99832,               0.995,             0.58954,            0.028354,           0.0046255,                   0,           0.0015025,           0.0015025,           0.0015025
                 105,            0.025763,           0.0048657,                   0,                   1,             0.99847,               0.995,             0.57838,            0.029317,           0.0045614,                   0,             0.00142,             0.00142,             0.00142
                 106,            0.023829,           0.0043789,                   0,             0.99723,                   1,               0.995,             0.58492,            0.028627,           0.0045165,                   0,           0.0013375,           0.0013375,           0.0013375
                 107,            0.025295,           0.0046997,                   0,              0.9967,                   1,               0.995,             0.58603,             0.02754,            0.004589,                   0,            0.001255,            0.001255,            0.001255
                 108,            0.024362,           0.0048382,                   0,             0.99568,                   1,               0.995,              0.5791,            0.028989,           0.0046743,                   0,           0.0011725,           0.0011725,           0.0011725
                 109,            0.022976,           0.0051568,                   0,              0.9971,                   1,               0.995,             0.58098,            0.028741,           0.0046294,                   0,             0.00109,             0.00109,             0.00109
                 110,            0.023909,           0.0044866,                   0,             0.99749,                   1,               0.995,             0.58242,            0.028636,           0.0045669,                   0,           0.0010075,           0.0010075,           0.0010075
                 111,             0.02624,           0.0049323,                   0,             0.99764,                   1,               0.995,             0.57573,            0.028489,           0.0045249,                   0,            0.000925,            0.000925,            0.000925
                 112,            0.025246,           0.0044752,                   0,             0.99779,                   1,               0.995,             0.57707,            0.027675,           0.0044748,                   0,           0.0008425,           0.0008425,           0.0008425
                 113,            0.024425,           0.0047023,                   0,             0.99792,                   1,               0.995,             0.57987,            0.026438,           0.0044431,                   0,             0.00076,             0.00076,             0.00076
                 114,            0.026102,           0.0045363,                   0,             0.99792,                   1,               0.995,             0.59426,            0.026466,           0.0044352,                   0,           0.0006775,           0.0006775,           0.0006775
                 115,            0.022861,           0.0046439,                   0,             0.99813,                   1,               0.995,             0.58753,            0.026637,           0.0044054,                   0,            0.000595,            0.000595,            0.000595
                 116,            0.022917,           0.0049228,                   0,             0.99823,                   1,               0.995,             0.59564,             0.02656,           0.0043809,                   0,           0.0005125,           0.0005125,           0.0005125
                 117,            0.023121,           0.0044476,                   0,             0.99829,                   1,               0.995,              0.5925,            0.027106,           0.0043596,                   0,             0.00043,             0.00043,             0.00043
                 118,            0.023757,            0.004508,                   0,             0.99831,                   1,               0.995,              0.5861,            0.027205,           0.0043614,                   0,           0.0003475,           0.0003475,           0.0003475
                 119,            0.023238,           0.0048649,                   0,             0.99834,                   1,               0.995,             0.58869,            0.027275,           0.0043668,                   0,            0.000265,            0.000265,            0.000265
